Date,Open,High,Low,Close,Volume,Market Cap
Sep-27-2013,128.94,134.74,128.49,133.78,0,1550175516.4270833
Sep-26-2013,128.21,134.934,127.32,128.38,0,1511050512.53125
Sep-25-2013,127.38,129.69,127.33,128.22,0,1510342687.4947736
Sep-24-2013,126.05,127.46,125.39,127.25,0,1484807386.8055556
Sep-23-2013,128.98,132.725,125.66,125.95,0,1496273311.5034723
Sep-22-2013,127.87,133.94,126.59,129.12,0,1505253454.2439024
Sep-21-2013,126.95,128.61,126.24,127.43,0,1493972036.3958333
Sep-20-2013,129.7,135.62,126.68,127.04,0,1515811141.2777777
Sep-19-2013,131.37,131.77,128.45,129.65,0,1531084393.9166667
Sep-18-2013,131.71,133.2,130.54,131.47,0,1544783147.43554
Sep-17-2013,131.59,132.76,124.89,131.66,0,1528587324.7604167
Sep-16-2013,130.86,132.72,129.77,131.72,0,1538142725.0347223
Sep-15-2013,129.4,131.44,128.26,130.37,0,1518222725.1358886
Sep-14-2013,135.01,135.85,128.87,129.22,0,1545460561.3611112
Sep-13-2013,132.83,137.58,132.27,134.98,0,1582299063.6493056
Sep-12-2013,135.55,136.08,131.81,133.13,0,1567268611.6006944
Sep-11-2013,125.89,137.83,123.27,135.25,0,1504694151.8188152
Sep-10-2013,127.27,129.74,125.9,125.91,0,1490036351.6909723
Sep-09-2013,121.86,129.06,119.75,127.11,0,1440188605.5277777
Sep-08-2013,124.13,124.72,120.49,121.66,0,1430546622.271777
Sep-07-2013,118.89,125.94,118.46,124.15,0,1429076079.3020833
Sep-06-2013,126.49,127.34,119.15,119.15,0,1454845125.75
Sep-05-2013,126.76,131.44,121.83,126.43,0,1477547916.2048612
Sep-04-2013,136.53,144.5,123.61,126.74,0,1563463714.3006992
Sep-03-2013,135.61,138.34,133,136.77,0,1584587724.8194444
Sep-02-2013,138.63,146.5,134.89,135.85,0,1596964608.8194444
Sep-01-2013,135.14,145.81,134.81,138.34,0,1601467803.8606272
Aug-31-2013,133.09,140.89,132.72,135.35,0,1579944253.5486112
Aug-30-2013,122.35,135.75,120.99,133.49,0,1464541260.7770035
Aug-29-2013,122.62,123.7,122.21,122.39,0,1427988599.1527777
Aug-28-2013,126.48,127.32,122.62,122.62,0,1441389667.3240418
Aug-27-2013,120.07,127.24,120.07,126.5,0,1447401364.3472223
Aug-26-2013,122.111,122.755,119.93,120.056,0,1411088719.8472223
Aug-25-2013,119.603,122.987,119.17,122.111,0,1406472356.6655052
Aug-24-2013,118.51,121.39,118.02,120.045,0,1384680636.3888888
Aug-23-2013,122,122,118.444,118.501,0,1390100979.4340277
Aug-22-2013,123.3,123.5,120.6,121.15,0,1415723415.6875
Aug-21-2013,121.21,124.914,119.682,123.3,0,1417413323.9965158
Aug-20-2013,119,123.011,117.508,121.205,0,1394751685.0347223
Aug-19-2013,113.38,123.062,111.771,119,0,1364524149.4201388
Aug-18-2013,112.75,114.688,112,113.5,0,1311687810.4390244
Aug-17-2013,108.994,113.75,108.225,113.5,0,1277530513.53125
Aug-16-2013,109.995,112.3,108.517,108.994,0,1268163042.3090277
Aug-15-2013,112.562,113.245,109,109.99,0,1284681610.9647887
Aug-14-2013,109.555,114.995,108.001,112.562,0,1295010012.9547038
Aug-13-2013,106.99,109.35,104.65,109,0,1234296704.7916667
Aug-12-2013,105,108,103.5,106.636,0,1209792541.4320557
Aug-11-2013,103,105.19,102.755,105,0,1199563910.1010454
Aug-10-2013,102.8,103.9,102.41,103,0,1188189281.1979167
Aug-09-2013,103.07,105.75,101.935,102.8,0,1189772905.2986112
Aug-08-2013,106.75,106.75,101.26,103,0,1200724316.40625
Aug-07-2013,106.75,106.75,106.75,106.75,0,1229098150
Aug-06-2013,106.72,107.382,105.557,106.75,0,1226729675.6527777
Aug-05-2013,105.12,107.77,105,106.22,0,1224253220.4895833
Aug-04-2013,104.95,105.95,103.523,105.144,0,1204088166.8919861
Aug-03-2013,104.501,105.78,102.002,104.005,0,1194759655.6770833
Aug-02-2013,104.856,108,101.211,104.501,0,1202745036.9930556
Aug-01-2013,106.213,108,103.011,104,0,1211387358.6736112
Jul-31-2013,107.95,111.344,103.88,106.09,0,1237309604.4684014
Jul-30-2013,101.489,107.99,100.47,107.99,0,1172404696.3776224
Jul-29-2013,98.6,102.5,98.455,101.2,0,1153031434.3506944
Jul-28-2013,94.4,100.577,94,99.756,0,1105575185.630662
Jul-27-2013,96.0201,96.995,93,94.116,0,1083941020.4583333
Jul-26-2013,96.95,97.4691,96,96.0202,0,1104579891.8715277
Jul-25-2013,94.505,97.33,93.8657,96.9,0,1096702945.6006944
Jul-24-2013,95.5585,95.99,93,94.51,0,1082141085.0940766
Jul-23-2013,91.6,96.8193,91.6,95.5585,0,1074547609.2083333
Jul-22-2013,91.998,91.998,90.0754,91.61,0,1043066741.6701388
Jul-21-2013,89.8214,91.95,88,90.7573,0,1025637478.5156795
Jul-20-2013,92,93.1,89.2711,89.3901,0,1051175381.5659722
Jul-19-2013,90.0689,95.2001,87.8,92.17,0,1035625722.9340278
Jul-18-2013,98.5,98.8,86.2,90.58,0,1050190864.8641115
Jul-17-2013,96.71,99.97,96.18,98.5,0,1120160356.878049
Jul-16-2013,98.8903,99.8623,96.1416,97.4508,0,1118928651.84669
Jul-15-2013,93.605,101.9,93.11,98.4002,0,1106703860.9236112
Jul-14-2013,98.7,98.7,92.86,94.6913,0,1092639152.7508771
Jul-13-2013,93.9899,98.25,88.0622,98.1339,0,1060782341.1423612
Jul-12-2013,88.979,104,88.166,93.5949,0,1093406362.2118056
Jul-11-2013,88,90.28,85.0799,88.98,0,992770237.1916376
Jul-10-2013,76.72,87,76.2,86.76,0,897604562.9719298
Jul-09-2013,76,78.3,72.52,76.694,0,863024350.6076388
Jul-08-2013,76.5,80,72.6,76.516,0,878549527.6354166
Jul-07-2013,68.749,74.5611,66.62,74.5611,0,791126739.0557492
Jul-06-2013,68.505,75,66.82,70.2773,0,792036540.4756944
Jul-05-2013,79.99,80,65.526,68.431,0,838864814.4027778
Jul-04-2013,78.89,83.105,72,80.5258,0,901020321.2543554
Jul-03-2013,90.405,90.9812,76.9792,77.53,0,986216831.7589928
Jul-02-2013,88.05,92.3,87.51,90.134,0,1021768603.21875
Jul-01-2013,97.51,97.6649,86.2972,88.05,0,1068851314.4236112
Jun-30-2013,94.999,98.1223,94.2223,96.614,0,1093902466.2937062
Jun-29-2013,94.66,99.99,93,94.994,0,1093324631.7212543
Jun-28-2013,101.737,101.737,92.333,94.6492,0,1105778522.3055556
Jun-27-2013,104,104,101.1,101.437,0,1166017535.2543554
Jun-26-2013,103.329,105.489,102.792,104,0,1181535897.0070422
Jun-25-2013,102.09,106.47,101.01,103.95,0,1179374742.8854167
Jun-24-2013,107.9,108.334,100.98,102.737,0,1181220991.5243056
Jun-23-2013,108.2,108.8,106.234,107.6,0,1217834976.968641
Jun-22-2013,109.5,109.956,107.514,108.3,0,1229628096.9513888
Jun-21-2013,111.29,114.99,107.685,109.5,0,1251009495.6979167
Jun-20-2013,108.251,114.3,107.5,110.15,0,1246330944.9265735
Jun-19-2013,107.05,110.225,105.755,108.25,0,1218040099.7951388
Jun-18-2013,101.95,111.111,101.033,107.4,0,1188925051.6550522
Jun-17-2013,99.9,102.21,99,101.7,0,1141778807.5228071
Jun-16-2013,99.8,101.6,98.9466,99.51,0,1129685674.728223
Jun-15-2013,100,103.7,98,99.9881,0,1135366605.9722223
Jun-14-2013,103.949,104.7,98,99.9789,0,1148091963.794425
Jun-13-2013,108.776,110.3,100.53,104,0,1222677445.1358886
Jun-12-2013,109,111.787,106.734,108.15,0,1228302244.1701388
Jun-11-2013,106.35,109.6,104,108.9,0,1204883955.1080139
Jun-10-2013,100.437,110.101,95.002,106.35,0,1177145220.3181818
Jun-09-2013,107.892,108.99,88.5,100,0,1126166925.7351916
Jun-08-2013,111,111.415,107.3,108.3,0,1230471192.25
Jun-07-2013,118.97,119,106.42,111.5,0,1285665765.9548612
Jun-06-2013,121.9,123.1,117.25,118,0,1362952370.121951
Jun-05-2013,121.4,123.469,119.899,121.65,0,1366198056.90625
Jun-04-2013,120.737,123.84,119.1,121.42,0,1366519793.8345587
Jun-03-2013,122.5,122.5,116,122.222,0,1343652162.5347223
Jun-02-2013,129.3,129.4,115.05,122.292,0,1384800050.8909774
Jun-01-2013,128.815,129.78,127.199,129.3,0,1444664157.40625
May-31-2013,128.799,129.9,126.4,129,0,1443010699.7561839
May-30-2013,132.25,132.25,127,128.799,0,1463545477.8188152
May-29-2013,129,132.59,127.662,132.3,0,1454416206.8971632
May-28-2013,129.77,130.58,125.6,129,0,1439280236.6319444
May-27-2013,133.5,135.465,124.7,129.745,0,1488920278.8993056
May-26-2013,131.986,136,130.615,133.48,0,1493842936.8842106
May-25-2013,133.1,133.219,128.9,131.98,0,1472858824.34375
May-24-2013,126.3,133.85,125.719,133.2,0,1441256680.9444444
May-23-2013,123.8,126.934,123.1,126.7,0,1398746908.6550522
May-22-2013,122.89,124.001,122,123.889,0,1372542171.1701388
May-21-2013,122.02,123,121.21,122.88,0,1367163585.8194444
May-20-2013,122.5,123.621,120.12,122,0,1368271987.4236112
May-19-2013,123.211,124.5,119.571,121.99,0,1368860919.662021
May-18-2013,123.5,125.25,122.3,123.498,0,1379235727.4375
May-17-2013,118.21,125.3,116.571,123.015,0,1334833730.5347223
May-16-2013,114.22,118.76,112.2,118.76,0,1282659394.651568
May-15-2013,111.4,115.81,103.5,114.22,0,1250200218.339161
May-14-2013,117.98,119.8,110.25,111.5,0,1311537042.2951388
May-13-2013,114.82,118.699,114.5,117.98,0,1301411889.2013888
May-12-2013,115.64,117.449,113.435,115,0,1286251828.7770035
May-11-2013,117.7,118.679,113.01,115.243,0,1295632312.1241136
May-10-2013,112.799,122,111.551,117.2,0,1296978426.4076655
May-09-2013,113.2,113.46,109.26,112.67,0,1245372317.6347518
May-08-2013,109.6,115.78,109.6,113.566,0,1255949697.4097223
May-07-2013,112.25,113.444,97.7,111.5,0,1200047410.9756944
May-06-2013,115.98,124.663,106.64,112.3,0,1322216068.4097223
May-05-2013,112.9,118.8,107.143,115.91,0,1268310696.2587411
May-04-2013,98.1,115,92.5,112.5,0,1161080070.9409723
May-03-2013,106.25,108.128,79.1,97.75,0,1037536837.6631944
May-02-2013,116.38,125.6,92.2819,105.21,0,1236443772.3285713
May-01-2013,139,139.89,107.72,116.99,0,1422546075.0972223
Apr-30-2013,144,146.93,134.05,139,0,1578684648.2083333
Apr-29-2013,134.444,147.488,134,144.54,0,1549500876.2569444
Apr-28-2013,134.4444,135.98,132.1,134.21,0,1483338724.8387096
Apr-27-2013,128.0001,128.0001,128.0001,128.0001,0,0
Apr-26-2013,136.9,136.9,136.9,136.9,0,0
Apr-25-2013,141.71,141.71,141.71,141.71,0,0
Apr-24-2013,154.2,154.2,154.2,154.2,0,0
Apr-23-2013,143.475,143.475,143.475,143.475,0,0
Apr-22-2013,127.4,127.4,127.4,127.4,0,0
Apr-21-2013,119.2,119.2,119.2,119.2,0,0
Apr-20-2013,126.6155,126.6155,126.6155,126.6155,0,0
Apr-19-2013,118.48,118.48,118.48,118.48,0,0
Apr-18-2013,109.01,109.01,109.01,109.01,0,0
Apr-17-2013,93.07,93.07,93.07,93.07,0,0
Apr-16-2013,68.3557,68.3557,68.3557,68.3557,0,0
Apr-15-2013,82.386,82.386,82.386,82.386,0,0
Apr-14-2013,90,90,90,90,0,0
Apr-13-2013,93,93,93,93,0,0
Apr-12-2013,117,117,117,117,0,0
Apr-11-2013,124.9,124.9,124.9,124.9,0,0
Apr-10-2013,165,165,165,165,0,0
Apr-09-2013,230,230,230,230,0,0
Apr-08-2013,187.5,187.5,187.5,187.5,0,0
Apr-07-2013,162.301,162.301,162.301,162.301,0,0
Apr-06-2013,142.6311,142.6311,142.6311,142.6311,0,0
Apr-05-2013,142.3236,142.3236,142.3236,142.3236,0,0
Apr-04-2013,132.12,132.12,132.12,132.12,0,0
Apr-03-2013,135,135,135,135,0,0
Apr-02-2013,117.98,117.98,117.98,117.98,0,0
Apr-01-2013,104,104,104,104,0,0
Mar-31-2013,93.03,93.03,93.03,93.03,0,0
Mar-30-2013,92.19,92.19,92.19,92.19,0,0
Mar-29-2013,90.5,90.5,90.5,90.5,0,0
Mar-28-2013,86.18,86.18,86.18,86.18,0,0
Mar-27-2013,88.92,88.92,88.92,88.92,0,0
Mar-26-2013,78.5,78.5,78.5,78.5,0,0
Mar-25-2013,73.6,73.6,73.6,73.6,0,0
Mar-24-2013,71.5,71.5,71.5,71.5,0,0
Mar-23-2013,64.35,64.35,64.35,64.35,0,0
Mar-22-2013,69.865,69.865,69.865,69.865,0,0
Mar-21-2013,70.85,70.85,70.85,70.85,0,0
Mar-20-2013,64.4888,64.4888,64.4888,64.4888,0,0
Mar-19-2013,59.14,59.14,59.14,59.14,0,0
Mar-18-2013,51.6,51.6,51.6,51.6,0,0
Mar-17-2013,47.4,47.4,47.4,47.4,0,0
Mar-16-2013,47.0002,47.0002,47.0002,47.0002,0,0
Mar-15-2013,46.95,46.95,46.95,46.95,0,0
Mar-14-2013,47.1696,47.1696,47.1696,47.1696,0,0
Mar-13-2013,46.92,46.92,46.92,46.92,0,0
Mar-12-2013,44.2899,44.2899,44.2899,44.2899,0,0
Mar-11-2013,48.4,48.4,48.4,48.4,0,0
Mar-10-2013,46,46,46,46,0,0
Mar-09-2013,46.85,46.85,46.85,46.85,0,0
Mar-08-2013,44.18,44.18,44.18,44.18,0,0
Mar-07-2013,42,42,42,42,0,0
Mar-06-2013,41.0201,41.0201,41.0201,41.0201,0,0
Mar-05-2013,40.33,40.33,40.33,40.33,0,0
Mar-04-2013,36.152,36.152,36.152,36.152,0,0
Mar-03-2013,34.5,34.5,34.5,34.5,0,0
Mar-02-2013,34.25,34.25,34.25,34.25,0,0
Mar-01-2013,34.5,34.5,34.5,34.5,0,0
Feb-28-2013,33.38,33.38,33.38,33.38,0,0
Feb-27-2013,30.9012,30.9012,30.9012,30.9012,0,0
Feb-26-2013,31.1,31.1,31.1,31.1,0,0
Feb-25-2013,30.4,30.4,30.4,30.4,0,0
Feb-24-2013,29.89,29.89,29.89,29.89,0,0
Feb-23-2013,29.8,29.8,29.8,29.8,0,0
Feb-22-2013,30.2454,30.2454,30.2454,30.2454,0,0
Feb-21-2013,29.7477,29.7477,29.7477,29.7477,0,0
Feb-20-2013,29.645,29.645,29.645,29.645,0,0
Feb-19-2013,29.4176,29.4176,29.4176,29.4176,0,0
Feb-18-2013,26.95,26.95,26.95,26.95,0,0
Feb-17-2013,26.8146,26.8146,26.8146,26.8146,0,0
Feb-16-2013,27.2158,27.2158,27.2158,27.2158,0,0
Feb-15-2013,27.1,27.1,27.1,27.1,0,0
Feb-14-2013,27.2205,27.2205,27.2205,27.2205,0,0
Feb-13-2013,24.2,24.2,24.2,24.2,0,0
Feb-12-2013,25.1698,25.1698,25.1698,25.1698,0,0
Feb-11-2013,24.65,24.65,24.65,24.65,0,0
Feb-10-2013,23.9698,23.9698,23.9698,23.9698,0,0
Feb-09-2013,23.65,23.65,23.65,23.65,0,0
Feb-08-2013,22.66,22.66,22.66,22.66,0,0
Feb-07-2013,22.15,22.15,22.15,22.15,0,0
Feb-06-2013,21.18,21.18,21.18,21.18,0,0
Feb-05-2013,20.6,20.6,20.6,20.6,0,0
Feb-04-2013,20.4301,20.4301,20.4301,20.4301,0,0
Feb-03-2013,20.59,20.59,20.59,20.59,0,0
Feb-02-2013,19.63,19.63,19.63,19.63,0,0
Feb-01-2013,20.499,20.499,20.499,20.499,0,0
Jan-31-2013,20.41,20.41,20.41,20.41,0,0
Jan-30-2013,19.7,19.7,19.7,19.7,0,0
Jan-29-2013,19.5254,19.5254,19.5254,19.5254,0,0
Jan-28-2013,18.721,18.721,18.721,18.721,0,0
Jan-27-2013,17.8182,17.8182,17.8182,17.8182,0,0
Jan-26-2013,17.88,17.88,17.88,17.88,0,0
Jan-25-2013,17.4,17.4,17.4,17.4,0,0
Jan-24-2013,16.896,16.896,16.896,16.896,0,0
Jan-23-2013,17.5,17.5,17.5,17.5,0,0
Jan-22-2013,17.2614,17.2614,17.2614,17.2614,0,0
Jan-21-2013,16.8,16.8,16.8,16.8,0,0
Jan-20-2013,15.7,15.7,15.7,15.7,0,0
Jan-19-2013,15.615,15.615,15.615,15.615,0,0
Jan-18-2013,15.705,15.705,15.705,15.705,0,0
Jan-17-2013,15.5,15.5,15.5,15.5,0,0
Jan-16-2013,14.73,14.73,14.73,14.73,0,0
Jan-15-2013,14.25,14.25,14.25,14.25,0,0
Jan-14-2013,14.3,14.3,14.3,14.3,0,0
Jan-13-2013,14.116,14.116,14.116,14.116,0,0
Jan-12-2013,14.237,14.237,14.237,14.237,0,0
Jan-11-2013,14.137,14.137,14.137,14.137,0,0
Jan-10-2013,14.14,14.14,14.14,14.14,0,0
Jan-09-2013,13.77,13.77,13.77,13.77,0,0
Jan-08-2013,13.7428,13.7428,13.7428,13.7428,0,0
Jan-07-2013,13.5876,13.5876,13.5876,13.5876,0,0
Jan-06-2013,13.454,13.454,13.454,13.454,0,0
Jan-05-2013,13.44,13.44,13.44,13.44,0,0
Jan-04-2013,13.5,13.5,13.5,13.5,0,0
Jan-03-2013,13.3979,13.3979,13.3979,13.3979,0,0
Jan-02-2013,13.28,13.28,13.28,13.28,0,0
Jan-01-2013,13.3041,13.3041,13.3041,13.3041,0,0
Dec-31-2012,13.51,13.51,13.51,13.51,0,0
Dec-30-2012,13.45,13.45,13.45,13.45,0,0
Dec-29-2012,13.4,13.4,13.4,13.4,0,0
Dec-28-2012,13.4212,13.4212,13.4212,13.4212,0,0
Dec-27-2012,13.4217,13.4217,13.4217,13.4217,0,0
Dec-26-2012,13.4679,13.4679,13.4679,13.4679,0,0
Dec-25-2012,13.35,13.35,13.35,13.35,0,0
Dec-24-2012,13.38,13.38,13.38,13.38,0,0
Dec-23-2012,13.312,13.312,13.312,13.312,0,0
Dec-22-2012,13.3714,13.3714,13.3714,13.3714,0,0
Dec-21-2012,13.5,13.5,13.5,13.5,0,0
Dec-20-2012,13.5246,13.5246,13.5246,13.5246,0,0
Dec-19-2012,13.599,13.599,13.599,13.599,0,0
Dec-18-2012,13.299,13.299,13.299,13.299,0,0
Dec-17-2012,13.2501,13.2501,13.2501,13.2501,0,0
Dec-16-2012,13.3,13.3,13.3,13.3,0,0
Dec-15-2012,13.4901,13.4901,13.4901,13.4901,0,0
Dec-14-2012,13.6,13.6,13.6,13.6,0,0
Dec-13-2012,13.7001,13.7001,13.7001,13.7001,0,0
Dec-12-2012,13.6989,13.6989,13.6989,13.6989,0,0
Dec-11-2012,13.557,13.557,13.557,13.557,0,0
Dec-10-2012,13.4334,13.4334,13.4334,13.4334,0,0
Dec-09-2012,13.388,13.388,13.388,13.388,0,0
Dec-08-2012,13.4201,13.4201,13.4201,13.4201,0,0
Dec-07-2012,13.4999,13.4999,13.4999,13.4999,0,0
Dec-06-2012,13.299,13.299,13.299,13.299,0,0
Dec-05-2012,13.38,13.38,13.38,13.38,0,0
Dec-04-2012,13.41,13.41,13.41,13.41,0,0
Dec-03-2012,12.679,12.679,12.679,12.679,0,0
Dec-02-2012,12.5,12.5,12.5,12.5,0,0
Dec-01-2012,12.562,12.562,12.562,12.562,0,0
Nov-30-2012,12.565,12.565,12.565,12.565,0,0
Nov-29-2012,12.45,12.45,12.45,12.45,0,0
Nov-28-2012,12.3477,12.3477,12.3477,12.3477,0,0
Nov-27-2012,12.2,12.2,12.2,12.2,0,0
Nov-26-2012,12.2455,12.2455,12.2455,12.2455,0,0
Nov-25-2012,12.4821,12.4821,12.4821,12.4821,0,0
Nov-24-2012,12.4115,12.4115,12.4115,12.4115,0,0
Nov-23-2012,12.345,12.345,12.345,12.345,0,0
Nov-22-2012,12.4219,12.4219,12.4219,12.4219,0,0
Nov-21-2012,11.77,11.77,11.77,11.77,0,0
Nov-20-2012,11.7328,11.7328,11.7328,11.7328,0,0
Nov-19-2012,11.7999,11.7999,11.7999,11.7999,0,0
Nov-18-2012,11.6515,11.6515,11.6515,11.6515,0,0
Nov-17-2012,11.7889,11.7889,11.7889,11.7889,0,0
Nov-16-2012,11.7489,11.7489,11.7489,11.7489,0,0
Nov-15-2012,11.1977,11.1977,11.1977,11.1977,0,0
Nov-14-2012,10.95,10.95,10.95,10.95,0,0
Nov-13-2012,10.9512,10.9512,10.9512,10.9512,0,0
Nov-12-2012,11.008,11.008,11.008,11.008,0,0
Nov-11-2012,10.8687,10.8687,10.8687,10.8687,0,0
Nov-10-2012,10.89,10.89,10.89,10.89,0,0
Nov-09-2012,10.815,10.815,10.815,10.815,0,0
Nov-08-2012,10.925,10.925,10.925,10.925,0,0
Nov-07-2012,10.92,10.92,10.92,10.92,0,0
Nov-06-2012,10.899,10.899,10.899,10.899,0,0
Nov-05-2012,10.748,10.748,10.748,10.748,0,0
Nov-04-2012,10.8001,10.8001,10.8001,10.8001,0,0
Nov-03-2012,10.6425,10.6425,10.6425,10.6425,0,0
Nov-02-2012,10.4688,10.4688,10.4688,10.4688,0,0
Nov-01-2012,10.57,10.57,10.57,10.57,0,0
Oct-31-2012,11.201,11.201,11.201,11.201,0,0
Oct-30-2012,10.8875,10.8875,10.8875,10.8875,0,0
Oct-29-2012,10.6,10.6,10.6,10.6,0,0
Oct-28-2012,10.7,10.7,10.7,10.7,0,0
Oct-27-2012,10.2605,10.2605,10.2605,10.2605,0,0
Oct-26-2012,10.1706,10.1706,10.1706,10.1706,0,0
Oct-25-2012,10.8616,10.8616,10.8616,10.8616,0,0
Oct-24-2012,11.65,11.65,11.65,11.65,0,0
Oct-23-2012,11.65,11.65,11.65,11.65,0,0
Oct-22-2012,11.7101,11.7101,11.7101,11.7101,0,0
Oct-21-2012,11.6311,11.6311,11.6311,11.6311,0,0
Oct-20-2012,11.7399,11.7399,11.7399,11.7399,0,0
Oct-19-2012,11.7401,11.7401,11.7401,11.7401,0,0
Oct-18-2012,11.9398,11.9398,11.9398,11.9398,0,0
Oct-17-2012,11.81,11.81,11.81,11.81,0,0
Oct-16-2012,11.8499,11.8499,11.8499,11.8499,0,0
Oct-15-2012,11.8381,11.8381,11.8381,11.8381,0,0
Oct-14-2012,11.7389,11.7389,11.7389,11.7389,0,0
Oct-13-2012,11.861,11.861,11.861,11.861,0,0
Oct-12-2012,12,12,12,12,0,0
Oct-11-2012,12.03,12.03,12.03,12.03,0,0
Oct-10-2012,12.12,12.12,12.12,12.12,0,0
Oct-09-2012,11.895,11.895,11.895,11.895,0,0
Oct-08-2012,11.7781,11.7781,11.7781,11.7781,0,0
Oct-07-2012,11.8,11.8,11.8,11.8,0,0
Oct-06-2012,12.505,12.505,12.505,12.505,0,0
Oct-05-2012,12.688,12.688,12.688,12.688,0,0
Oct-04-2012,12.85,12.85,12.85,12.85,0,0
Oct-03-2012,12.89,12.89,12.89,12.89,0,0
Oct-02-2012,12.84,12.84,12.84,12.84,0,0
Oct-01-2012,12.4,12.4,12.4,12.4,0,0
Sep-30-2012,12.4,12.4,12.4,12.4,0,0
Sep-29-2012,12.3631,12.3631,12.3631,12.3631,0,0
Sep-28-2012,12.391,12.391,12.391,12.391,0,0
Sep-27-2012,12.3089,12.3089,12.3089,12.3089,0,0
Sep-26-2012,12.27,12.27,12.27,12.27,0,0
Sep-25-2012,12.197,12.197,12.197,12.197,0,0
Sep-24-2012,12.1,12.1,12.1,12.1,0,0
Sep-23-2012,12.1933,12.1933,12.1933,12.1933,0,0
Sep-22-2012,12.2378,12.2378,12.2378,12.2378,0,0
Sep-21-2012,12.368,12.368,12.368,12.368,0,0
Sep-20-2012,12.2825,12.2825,12.2825,12.2825,0,0
Sep-19-2012,12.5725,12.5725,12.5725,12.5725,0,0
Sep-18-2012,12.25,12.25,12.25,12.25,0,0
Sep-17-2012,11.89,11.89,11.89,11.89,0,0
Sep-16-2012,11.87,11.87,11.87,11.87,0,0
Sep-15-2012,11.75,11.75,11.75,11.75,0,0
Sep-14-2012,11.67,11.67,11.67,11.67,0,0
Sep-13-2012,11.399,11.399,11.399,11.399,0,0
Sep-12-2012,11.3649,11.3649,11.3649,11.3649,0,0
Sep-11-2012,11.3308,11.3308,11.3308,11.3308,0,0
Sep-10-2012,11.17,11.17,11.17,11.17,0,0
Sep-09-2012,11.02,11.02,11.02,11.02,0,0
Sep-08-2012,11.037,11.037,11.037,11.037,0,0
Sep-07-2012,11,11,11,11,0,0
Sep-06-2012,11.181,11.181,11.181,11.181,0,0
Sep-05-2012,10.9997,10.9997,10.9997,10.9997,0,0
Sep-04-2012,10.3847,10.3847,10.3847,10.3847,0,0
Sep-03-2012,10.53,10.53,10.53,10.53,0,0
Sep-02-2012,10.2041,10.2041,10.2041,10.2041,0,0
Sep-01-2012,9.9654,9.9654,9.9654,9.9654,0,0
Aug-31-2012,10.16,10.16,10.16,10.16,0,0
Aug-30-2012,10.777,10.777,10.777,10.777,0,0
Aug-29-2012,10.9169,10.9169,10.9169,10.9169,0,0
Aug-28-2012,10.94,10.94,10.94,10.94,0,0
Aug-27-2012,10.95,10.95,10.95,10.95,0,0
Aug-26-2012,10.61,10.61,10.61,10.61,0,0
Aug-25-2012,10.5239,10.5239,10.5239,10.5239,0,0
Aug-24-2012,10.6,10.6,10.6,10.6,0,0
Aug-23-2012,10.1,10.1,10.1,10.1,0,0
Aug-22-2012,9.8068,9.8068,9.8068,9.8068,0,0
Aug-21-2012,9.915,9.915,9.915,9.915,0,0
Aug-20-2012,10.1,10.1,10.1,10.1,0,0
Aug-19-2012,8,8,8,8,0,0
Aug-18-2012,11.61,11.61,11.61,11.61,0,0
Aug-17-2012,11.5836,11.5836,11.5836,11.5836,0,0
Aug-16-2012,13.5,13.5,13.5,13.5,0,0
Aug-15-2012,13.25,13.25,13.25,13.25,0,0
Aug-14-2012,12.19,12.19,12.19,12.19,0,0
Aug-13-2012,12.0375,12.0375,12.0375,12.0375,0,0
Aug-12-2012,11.624,11.624,11.624,11.624,0,0
Aug-11-2012,11.5102,11.5102,11.5102,11.5102,0,0
Aug-10-2012,11.3864,11.3864,11.3864,11.3864,0,0
Aug-09-2012,11.0611,11.0611,11.0611,11.0611,0,0
Aug-08-2012,11.0553,11.0553,11.0553,11.0553,0,0
Aug-07-2012,11.1,11.1,11.1,11.1,0,0
Aug-06-2012,10.8552,10.8552,10.8552,10.8552,0,0
Aug-05-2012,10.87,10.87,10.87,10.87,0,0
Aug-04-2012,10.984,10.984,10.984,10.984,0,0
Aug-03-2012,10.97,10.97,10.97,10.97,0,0
Aug-02-2012,10.53,10.53,10.53,10.53,0,0
Aug-01-2012,9.5503,9.5503,9.5503,9.5503,0,0
Jul-31-2012,9.35,9.35,9.35,9.35,0,0
Jul-30-2012,9.098,9.098,9.098,9.098,0,0
Jul-29-2012,8.7103,8.7103,8.7103,8.7103,0,0
Jul-28-2012,8.8881,8.8881,8.8881,8.8881,0,0
Jul-27-2012,8.9,8.9,8.9,8.9,0,0
Jul-26-2012,8.9,8.9,8.9,8.9,0,0
Jul-25-2012,8.8,8.8,8.8,8.8,0,0
Jul-24-2012,8.6,8.6,8.6,8.6,0,0
Jul-23-2012,8.4457,8.4457,8.4457,8.4457,0,0
Jul-22-2012,8.4096,8.4096,8.4096,8.4096,0,0
Jul-21-2012,8.8455,8.8455,8.8455,8.8455,0,0
Jul-20-2012,8.52,8.52,8.52,8.52,0,0
Jul-19-2012,8.87,8.87,8.87,8.87,0,0
Jul-18-2012,9.1098,9.1098,9.1098,9.1098,0,0
Jul-17-2012,8.8,8.8,8.8,8.8,0,0
Jul-16-2012,8.4996,8.4996,8.4996,8.4996,0,0
Jul-15-2012,7.621,7.621,7.621,7.621,0,0
Jul-14-2012,7.5421,7.5421,7.5421,7.5421,0,0
